PhigrOS_SATURN Virtual OS,,,,,,,,,
收集品,内容,收集时间,保管单位,等级,长度,款式,碎数研编号,章节,编号
碎数研-report-BUBD-23-1,龙宫纪的阿特拉斯曾流传过一个超级游戏机的传说。据说它可以完全模拟一切，以至于人们探索游戏本身就可以获得一切问题的答案。 最初接触到该情报时，我们本能地以为这是六世恶言的余晖，但是我们仅能从复原的交谈记录中得知该流言，没有任何被害人以及 “无相” 的行动痕迹。本话题符合四层多数流言的一致特征，仅能判断该流言存在，但是没有任何证实抑或证伪的痕迹。似乎得知这些流言的人全都消失于某个神秘的地方。要注意的一点是这些流言仅出现于阿特拉斯，不符合幽蓝边界的侵染模式。推测为是源于四层并且扩散能力极其受限的一种流言系统。,672/01/20,碎数研,souvenir,,,,第四章管道迷宫,0115
碎数研-log-BUBD-952,"A：塔整体的结构具有成长和进化的特征，似乎整个系统本身具备分析自身并修补的能力。
B：你又想说什么？
A：这种系统没有经过测试，试运行就直接启动，这应该是不可能的。
B：所以呢？可能是那个组织在外面搭了一个模型，或者某人直接就设计出一个完美无缺的结构，这都可能。
A：我是在考虑，现有的塔史之前，可能存在一个塔的原型机（Prototype）。虽然我们找不到任何有关的信息，不代表这个东西不存在。
B：也许这个原型机没有被废弃，而是改成了别的东西呢？或者我们现在的认知建立在一个全新的基础之上，所以找不到资料也很正常，就像你无法探测伊戈尔大爆炸之前的任何讯号。 A：我的直觉告诉我这个原型机还存在于某处。它很有价值，不是可以随意毁灭的东西。
B：也许被改造成了我们每天都接触的某个系统，毕竟是原型。
A：phigrOS？",672/01/20,碎数研,key,,,,第四章管道迷宫,0117
【影像】街头的Fuli,"【说是有那么一天，石林的楼层守护 Fuli 擅离职守，跑到律动星上潇酒，她在路边买了支冰淇淋，边吃边舔，突然被一个不认识的陌生人指着鼻子骂道。】 路人 A：你是调音天狗！
Fuli：哈？
路人 A：没有错了，就是你，你手上的冰淇淋是我的，快还给我！
Fuli：不要血口喷人哦，老板还在这儿呢。（回头）OO ，老板人呢？
路人 A：没想到你这么狠毒，连老板都盗走了！
Fuli: OOO ，你这造谣能力，怎么还没上幽蓝国啊！
路人 A：（拽住衣袖）大伙儿！我抓住调音天狗了！快来人啊啊啊——
【 Fuli 见围观的人越来越多，深感大事不妙，遂启动了 TZB 派发给楼层守护的逃脱工具，从原地消失了。】
路人 B：这是什么传送？ 路人 C：闻所未闻，见所未见。
路人 B：难道，她真是调音天狗！
路人 D：我就说调音天狗是黄毛萝莉，苍天呐，五年了，我的萝莉控嫌疑终于撇清了！",672/07/20,Fuli,souvenir,11min03s,,,支线章节三盗乐行,0337
摘录•守护日志•机关枪•线索四,"哎呦喂，这都是个什么事儿啊！
咱们这个石林，好不容易太平了，一帮自称 Khalid 市政府的又找上门了，说什么叫我扮演调音天狗？
我寻思这兼职和我光荣的楼层守护岗位，我光荣的防治异想使命，有大大的冲突啊。
我不能答应，但是他们给的太多了，我实在经不住诱惑，犯了一点小小的原则性错误。
局座，你是了解我的，我干什么事，从来不经过脑子，这一次，也没有例外，我很有原则的！
这要以后搞出什么祸来，TZB 还请多担待着点儿，自己人不是？
你要说也是！我就是个臭打工的！帮殖民星球的政府想东想西做什么，您要是觉得不妥，就立即查办他们！我绝对举双手支持，反正全款定金已经到手了！
嗯，如上，下个月见吧您！",672/08/05,deathMark,souvenir,,,,支线章节三盗乐行,0338
量子同步终端,"Fuli：你们给我绑是什么？
市长：量子同步终端，启动之后，你就能立即传送在天狗食月现象出现的地点。
Fuli：哦～所以调音天狗，现在还只是一个 “现象”。
市长：没错，想要它成形，还得依靠你们相关者的帮助。
Fuli：事先说明啊，我不接受异想附身，虽然有不少林泊很乐意获得此类 “超能力”，但不包括我。
市长：你放心，只是一次 “公演”，不会出事的。",673/07/17,Fuli,bold,,,,支线章节三盗乐行,0339
量子同步终端•线索一,"【 Fuli 身边的风景不断变化，从田野到高楼，从村屋到工厂，只要人曾生活过的地方，都是调音天狗候选地。市长的要求是让人们观察到她的身影，误以为调音天狗已经成形，以促进异想的发育。但 Fuli 左思右想不对劲，天底下哪有这种好事？】
Fuli：就这么躺着，也能把钱赚了？
【也正如她所担心的，如同幻灯片般的快速传送，在公演开始的半个小时后戛然而止，她滞留在一个飘满不明物体的玫红色空间，而对面站着的，是一个和她同样衣着，同样面孔的黄毛萝莉。】
Fuli：好家伙，模仿我的脸？
Fuli？：清除⋯⋯污染⋯⋯
【这二重身低着头，怯生生地嘀咕着可怕的词汇，却不见任何攻击 Fuli 的行动，只是站在原地不断重复着。】
Fuli？：清除⋯⋯污染⋯⋯
Fuli：不会你就是调音天狗吧？ Fuli？：清除⋯⋯污染⋯⋯
Fuli：不管你是寻路系统坏了，还是语言系统先天不足，算我求求你哎，别搁那叨叨了！
【二重身忽然没了声音。】
Fuli：这就对咯，让我看看哦，这开模开的，哎呦，一比一复刻。
【 Fuli 对自己的二重身上下其手，试图探究异想的构成原理。】
Fuli？：Fuli 要清除污染⋯⋯Fuli 要保护大家⋯⋯
【她就像个坏掉的木偶，不断重复自己的使命。】
Fuli：污染？哪里来的污染？
Fuli？：月亮上⋯⋯有⋯⋯
【二重身的话还未说尽，快速传送再度开启，Fuli 奋起追赶调音天狗的身影，量子同步终端的使用时限却已到尾声。看向眼前停滞的风景，Fuli 罕见地品尝到挫败感。】 Fuli：话还没说完呢⋯⋯",673/07/17,Fuli,bold,,,,支线章节三盗乐行,0340
量子同步终端•线索三,"【 Fuli 放下手中的工具，一边哼哼着市长老儿这可不怪我，一边将量子同步终端绑回身上。破解程序运行完毕还需要一点时间，Fuli 四处张望，看着被玫红色沾染了大半的城市夜空，转转眼睛，唤醒了自己的 phigrOS。】
【先前种种异常并不是她的错觉，律动星陷入了无法逃离的名为沉默的旋律里。大街，小巷，空无一人；媒体，论坛，隐秘联系的手段，随意拨出的电话，不得回应。调音天狗的影响还在持续，从 Khalid 市中心开始，律动星正在逐渐化作一块一块无声的旋律被怪盗收入囊中，而推动这一切实现的人却成了现在唯一清醒的人。】
【量子同步终端忽然轻轻震了一下，目标重新锁定，引导光束自动射出，直直指向上空的月亮。】
Fuli：嚯，原来跑那上面了。
【 Fuli 戴上面罩，启动传送的同时从楼顶一跃而下，化作残影追逐二重身而去。】
【月光依旧淡薄冗长，不受任何影响。】",673/07/17,Fuli,bold,,,,支线章节三盗乐行,0342
量子同步终端•线索四,"【月亮上确实是安全的，这里似乎有什么东西，隐隐与调音天狗的力量对抗着。Fuli 随耳边飘转的旋律轻轻哼唱，毫不拘谨的被二重身背着，行走在黑月疗养院的某一条通道里，铁板拼接而成的走廊很是宽敞，却连一盏灯都没有，只有偶然走过一小段接近外层的路时，才会有月光从缝隙中渗进来几寸。】
Fuli：（抱怨）明明是个发光体，怎么里面会这么暗啊。
Fuli？：⋯⋯
Fuli：噢咿噢咿，你不是会说话的嘛？怎么就又自嘚儿闷着去了？（拍拍对方脑袋上的大蝴蝶结）来叨叨两句？
Fuli？：污染⋯⋯在前面⋯⋯
Fuli：还会别的话不？你这几句来回念我耳朵都掉了三层茧了。
Fuli？：⋯⋯遗体。
Fuli：啥？ Fuli？：⋯⋯遗体⋯⋯方法！保护大家！
【二重身忽然停下，扭过头来认真的对 Fuli 一字一句念道。随着她说出这句话，前方浓稠的黑暗忽然被驱散，一颗荧黄色立方体悬浮在空间中央，随着能量的注入明明灭灭。】
Fuli：（从二重身背上跳下）没想到月亮底下藏着这种大家伙！你⋯⋯诶，又跑了！
【四周灯柱亮起，偌大的空间只剩 Fuli 一人。】",673/07/17,Fuli,bold,,,,支线章节三盗乐行,0343
隔音耳机,"厚实，质朴，像是两百岁的军人会带在身上的东西。一个可以用缝缝补补来描述的电子产品。
但如果这是 Fuli 的唯一选择，她一定会十分难受吧。",673/07/17,Fuli,bold,,,,支线章节三盗乐行,0364
隔音耳机•线索四,"【剥离调音天狗造成的影响进展很顺利，但二重身的消失一事仍然沉甸甸的压在 Fuli 心头上。她本想在遗体的旋律化开始后去寻找，却发觉剥离速度越来越快，令她难以拿捏停止的时机，只得不休不眠在一旁守着。】
【这日，Fuli 打着哈欠守在控制台边，离睡过去只差临门一脚，而同样境遇的还有剥离进度，似乎非要与她凄凄惨惨决出个胜负来。眼前的景象模糊了又清晰，清晰了又模糊，终于，本就略大的隔音耳机从头上掉下来，与地面接触的清脆响声弹断了紧绷着的那根弦，令她意识彻底断片。】
【⋯⋯】
Fuli：（迷迷糊糊）好硬的床板⋯⋯这哪儿啊，铺盖质量恁差。
调音天狗：是月亮上。
Fuli：哦月亮啊⋯⋯嗯？⋯⋯月亮⋯⋯OOO！我想起来了！
【 Fuli 一个弹射起步，冲刺趴到控制台荧幕前。】
Fuli：还好还好，进度条一直没动。（大口喘气） 【 Fuli 捂着小心脏转过身来，她那二重身——或者说——调音天狗，正睁着大大的眼睛望着她，看起来憋了满肚子的话。】
调音天狗：⋯⋯你会带走遗体，对吗？
【听到天狗这么流利的说出一个短句，Fuli 小姐不禁潸然泪下，可惜形势不允许，她憋住了。】
Fuli：昂，我打算带着它去找真凶。
调音天狗：可它⋯⋯源头⋯⋯！
调音天狗：Fuli⋯⋯污染⋯⋯要清除污染！
【天狗急得结结巴巴。Fuli 假装听不到撇过头去，瞄到开始反向增长的剥离率又老老实实正回来。】
Fuli：哎呀，这有啥好怕的。遗体就算再危险，那也属于人造物，在我支配的范围里。
（揉捏天狗的脸）你要是不放心，我把你也带上。 【天狗怔怔的看着 Fuli，眼中划过神采宛若流光，终而化作不秘的应允。】
调音天狗：⋯⋯嗯。",673/07/23,Fuli,bold,,,,支线章节三盗乐行,0368
